0,1,2,3,4,5,6,7,8,9
3413,328,33,255,33,2794,124,183,188,2394
3377,202,13,175,31,3062,213,251,170,1987
2690,88,21,67,23,212,246,201,74,589
3007,278,7,361,28,1253,202,241,179,1601
3090,141,9,150,-5,1883,234,238,135,2145
2704,39,21,67,23,1261,215,188,99,571
2764,100,8,180,40,2799,234,229,127,2440
3067,60,7,60,4,5341,225,226,135,2652
3542,84,7,150,49,1500,231,227,129,1146
3194,180,4,0,0,5465,221,242,156,1015
2783,126,6,175,21,616,231,236,138,2701
3058,142,14,258,30,4357,239,236,123,2524
2959,354,17,150,14,4361,191,209,155,1953
2444,9,27,162,66,633,180,176,124,1107
2839,141,16,108,21,886,242,234,117,1140
3125,117,14,247,-43,1140,243,226,109,1033
3356,241,15,216,101,3508,190,251,198,510
3080,99,18,277,62,4209,247,211,86,2634
2979,97,23,376,-78,532,250,200,66,1559
3198,90,18,175,29,1310,245,208,85,1273
2991,357,20,108,12,5066,185,201,150,2770
3126,109,11,420,81,4981,240,227,116,914
3211,63,13,218,-17,1758,231,212,111,1597
3294,127,22,0,0,2100,250,219,85,834
3155,310,11,300,48,5350,189,232,183,484
2928,193,16,212,102,2907,217,251,164,1206
2841,61,20,120,44,3480,232,196,88,2672
3056,203,12,685,347,2533,214,250,170,1304
2693,1,11,323,62,1443,205,220,152,1537
2958,200,6,90,16,3129,218,246,163,1295
3185,0,5,301,44,2312,213,231,156,1485
2736,68,23,361,120,1507,236,188,71,847
2438,8,13,42,7,908,204,213,145,1436
3312,18,10,30,1,1978,213,220,143,949
2752,93,4,85,6,1747,226,233,142,2608
2853,323,41,258,111,2640,87,163,196,371
2750,102,18,67,3,2040,247,213,87,2787
3222,44,24,190,51,5436,217,179,84,1473
3374,174,9,1001,172,3101,226,245,152,1077
2897,334,18,210,47,2813,176,214,175,2654
2862,130,23,481,161,1899,250,219,83,2047
3059,59,6,270,37,2007,224,228,139,1489
2959,338,11,153,20,6008,196,225,167,3893
2906,116,8,216,46,3220,235,232,129,2766
2852,267,34,256,101,2460,117,231,241,702
3357,139,21,484,149,4030,246,228,100,2766
2863,227,13,150,12,659,202,252,185,510
3136,25,13,108,20,5083,213,212,133,1409
3062,73,15,0,0,2620,237,209,100,3068
3160,315,16,190,15,3546,175,225,190,1952
2336,65,14,511,251,1440,233,210,106,1006
2997,254,17,342,35,5861,178,249,207,1855
3193,48,7,85,0,4295,223,225,138,1762
2384,359,26,331,228,1167,171,183,141,1201
3156,77,5,382,53,5269,227,230,138,365
3208,18,2,573,66,2727,217,234,154,5021
3407,237,11,691,139,3561,200,250,186,247
3271,327,13,242,48,4370,187,225,177,2037
3191,160,19,342,-139,402,236,240,127,3571
2850,32,9,228,88,3589,218,221,138,5919
2547,50,14,543,21,895,226,208,113,3797
2991,349,6,558,88,3261,209,230,159,1360
2970,291,28,509,171,2083,130,222,226,1110
2293,14,8,175,31,720,213,224,148,598
3273,71,45,458,160,920,222,113,0,1806
2615,210,21,218,87,968,198,254,184,1240
2988,33,15,454,94,4380,216,207,123,2040
2694,39,14,351,37,390,220,209,121,849
2540,236,29,162,85,1361,156,250,219,1254
2543,122,19,258,74,1025,248,222,94,696
3229,47,17,124,30,2274,224,201,107,1064
3315,98,22,201,45,2439,249,204,72,2655
3042,124,10,90,-2,2706,238,233,125,1284
3025,354,7,270,-14,3137,209,228,157,895
3342,115,13,466,60,2148,243,226,110,2335
2853,154,24,577,173,2067,240,233,108,1937
3237,11,17,324,78,1201,200,203,137,2353
3316,210,13,630,140,3419,209,252,176,2737
2112,230,32,60,28,1126,154,249,216,384
3135,341,16,42,9,3919,185,215,168,3309
3126,103,10,301,-22,6145,237,227,120,1205
2709,141,7,124,-16,1770,230,238,141,967
3172,51,10,402,6,1992,225,218,126,939
3235,313,9,30,6,1189,195,233,178,1854
3269,90,12,90,0,3352,238,221,112,1298
2140,284,21,400,138,503,156,235,216,234
2945,30,14,633,150,2890,215,208,126,1256
2978,195,20,323,90,5271,212,252,166,987
3338,142,19,242,33,1315,244,232,108,2925
2695,79,15,313,-32,1362,238,212,101,3823
3012,49,14,382,80,3104,225,210,116,845
3035,299,9,153,24,3231,196,237,181,319
3205,315,7,95,-8,3194,202,235,172,1406
2580,48,21,400,61,421,222,189,91,2524
3090,111,24,201,67,2765,253,206,66,1252
2464,347,23,319,114,793,169,196,161,524
3041,315,14,108,9,2072,182,228,185,1261
2949,261,29,408,153,2195,136,240,234,1233
2685,155,28,120,-26,2754,239,230,102,1742
3498,83,17,474,64,2737,241,209,93,1921
3260,300,8,256,25,4484,199,237,178,751
2909,88,20,459,113,1036,246,202,77,691
3009,27,23,696,140,2468,204,183,106,2044
3070,40,11,60,0,6655,221,216,129,2986
2851,134,14,127,32,2736,242,232,117,2083
3236,243,11,170,20,752,199,249,188,1031
2987,94,12,904,192,2656,239,221,110,1565
3285,74,6,404,26,6030,228,228,135,499
3090,90,14,85,13,3547,240,218,105,2925
2932,71,12,192,36,4552,233,216,113,5710
3017,84,32,240,98,2347,245,169,28,2418
3347,312,31,201,97,1879,122,199,210,2535
3043,32,9,108,3,1366,218,220,137,1682
2898,71,17,0,0,1771,237,204,92,2312
3248,301,38,212,24,2832,90,193,229,2501
3193,195,7,242,32,1129,219,246,162,2024
2766,27,15,42,4,3131,212,207,128,902
3283,126,12,330,9,966,240,231,119,3335
2918,8,11,437,106,849,207,218,147,2126
2710,165,10,30,3,2040,229,243,146,1266
2534,124,10,60,-8,1261,238,233,125,1440
2617,354,15,0,0,1651,194,213,156,5076
2899,143,22,153,7,3186,245,229,100,1371
3292,259,12,270,71,2021,190,247,195,3278
3043,124,7,0,0,1530,232,235,136,2868
3194,159,7,446,-15,598,228,242,146,2259
2750,51,13,576,-59,1614,226,211,116,2300
2687,25,10,451,75,932,215,219,140,1262
2838,6,7,190,82,1307,212,226,152,1626
2999,330,11,150,46,2103,193,226,172,1100
2928,92,13,391,146,1528,240,220,109,2207
2750,86,24,95,29,2704,247,191,59,390
3094,352,5,134,2,4593,211,231,158,3187
3157,297,5,242,26,3183,205,238,172,853
3145,6,16,268,29,1724,199,208,144,1919
3166,106,10,408,95,255,238,228,120,942
2668,135,16,150,51,1814,243,232,113,1307
3089,108,11,150,31,616,239,227,118,1370
3005,140,8,451,-15,1179,233,238,137,1405
3098,42,19,212,57,3671,219,194,102,2068
2142,23,28,67,2,579,192,170,101,598
2602,95,11,510,25,1240,238,224,116,4049
2838,17,6,30,3,607,215,226,148,618
2620,123,23,212,69,450,251,216,79,1711
3004,72,10,60,0,3905,232,220,119,1291
2802,116,7,437,14,940,233,233,133,1266
3314,86,10,525,100,1026,234,224,120,2581
3143,45,16,85,4,3031,223,204,111,3242
2634,308,23,0,0,2614,151,219,205,6690
3099,331,20,335,95,2522,167,210,180,2420
3044,88,7,170,16,2003,231,229,131,1489
3019,248,16,1063,174,2971,185,250,202,1284
2533,249,26,85,15,916,153,247,224,1705
2977,326,16,488,57,5154,179,221,181,1822
3257,182,8,127,10,3280,223,246,156,1532
3195,346,4,485,20,3792,212,233,159,4237
3114,337,20,150,20,2539,171,207,172,693
2865,147,10,313,54,1477,234,239,136,2949
2941,171,28,703,275,2254,226,239,124,1784
3111,358,6,95,4,5388,210,228,156,721
3181,305,11,283,53,2739,189,234,185,742
3071,250,11,240,20,2931,196,248,190,541
2935,303,40,218,76,1652,82,186,227,1126
2513,88,7,351,0,1101,231,228,129,4089
3006,56,25,424,207,430,227,177,69,1388
3356,30,18,446,117,3346,212,197,116,2028
3097,329,7,750,-88,875,204,232,167,994
3138,124,9,67,5,5401,235,234,129,2051
2979,105,3,85,4,2766,224,236,147,1819
3226,88,11,518,121,1082,237,221,114,2100
2896,38,8,488,128,680,220,223,138,2258
3101,196,15,300,47,365,215,251,166,774
2884,4,18,42,8,4053,194,203,144,2760
3001,262,10,541,101,5683,194,246,190,4161
3283,135,0,488,25,6031,219,238,156,604
3123,258,10,684,-25,6088,195,246,189,1637
2443,262,20,300,-19,124,167,246,215,551
2904,11,4,408,60,3862,216,232,153,3349
2782,27,16,240,60,2580,212,205,126,2531
3257,92,5,42,5,6384,229,231,137,256
2374,10,26,175,122,1315,183,180,125,1142
3050,6,7,631,16,6429,211,226,152,3630
2949,95,9,319,53,4502,234,227,124,6401
3214,26,19,391,76,2250,208,196,118,2619
3312,204,13,716,177,721,213,251,171,4618
2696,175,21,95,30,1947,226,246,141,2362
2595,334,12,42,8,2067,192,224,171,1523
3114,9,17,424,17,2856,198,204,140,2851
2346,132,19,60,5,182,247,226,99,677
2924,197,8,150,21,3167,218,247,164,1504
2716,42,21,108,20,1801,218,188,96,1299
3105,168,13,390,97,812,230,245,143,1310
3019,187,16,1048,138,3127,220,250,158,1482
3185,214,14,752,102,339,206,253,180,2509
3049,84,7,210,-15,764,231,227,129,1400
2961,228,6,845,116,2803,211,246,172,1556
2732,124,9,120,-8,1591,235,234,129,1106
3297,255,15,713,172,3781,184,248,202,2172
3022,128,17,255,64,2384,246,227,104,730
3070,70,13,60,16,3613,233,214,111,2863
3074,237,17,150,7,1380,188,252,199,1321
3388,2,13,391,55,1158,202,215,150,3853
3074,285,24,180,33,932,147,232,221,2647
2996,288,30,351,166,1355,123,221,231,1114
3349,261,8,450,38,882,201,244,182,1624
2625,300,16,300,55,874,175,232,197,1740
3201,267,5,499,31,5989,208,242,172,2197
3558,349,10,247,65,1661,202,224,160,1294
3088,43,9,1358,200,3067,222,221,134,1248
2902,226,15,371,136,2066,199,253,189,1678
2760,96,32,134,85,1395,251,175,26,940
2912,252,30,630,-24,3732,140,243,232,1421
3183,65,20,424,-11,858,235,194,83,1237
2714,345,7,395,20,942,207,230,161,1050
2942,243,5,180,33,3719,209,244,173,4743
3255,270,19,402,84,4175,166,243,214,2301
2863,343,19,247,18,1734,180,208,166,2438
2971,209,5,124,-4,1480,216,244,165,600
2987,45,6,390,31,3781,222,226,139,1924
3003,135,9,457,101,1848,234,237,134,2924
2362,94,29,42,21,878,251,185,42,1040
3161,188,14,256,38,2376,220,250,160,914
2748,95,5,42,0,2778,229,232,138,2112
3118,231,10,108,4,1273,204,249,182,1716
3021,322,25,553,131,3342,148,205,193,1702
3224,100,13,424,111,1080,241,222,110,1973
2684,149,18,67,2,3569,241,236,117,2058
3232,129,25,376,78,3737,251,216,77,510
2765,57,10,42,4,1253,227,219,125,1008
3035,79,31,335,58,484,242,168,32,1328
2895,119,26,42,20,270,253,207,63,1490
3199,240,5,67,4,5432,210,244,172,1068
2458,163,13,180,24,573,232,243,140,1406
2887,153,1,446,67,2310,220,238,155,2658
3027,135,12,120,12,1650,238,235,125,1110
3098,142,11,1248,207,3121,236,238,131,1382
3222,67,10,30,-3,2820,231,219,120,1771
3185,90,8,192,13,4618,232,228,129,1440
2893,195,11,1100,227,2490,218,249,164,1426
2636,40,26,175,81,1116,212,173,82,1044
3095,344,7,342,10,499,206,229,162,782
3232,335,4,404,48,242,211,234,162,1170
2561,67,2,240,7,815,221,235,151,601
3211,31,4,180,6,3245,219,230,148,4750
3156,110,6,162,24,1101,230,234,138,1758
3258,133,13,300,-6,949,240,234,121,3022
3001,41,19,108,1,1034,219,194,103,2376
2887,15,13,85,1,4194,208,213,141,3062
3061,242,19,0,0,1689,180,252,206,564
2882,147,11,330,-8,1889,235,239,134,1302
2963,342,14,42,10,4753,190,218,166,1170
3319,106,8,67,16,1466,233,231,130,3412
2928,13,8,633,130,3191,212,223,148,730
3042,268,28,323,47,1698,137,237,233,3345
2484,37,26,30,1,698,209,173,86,1445
3204,13,9,60,-5,3114,211,221,146,4002
2509,250,24,469,-90,451,160,248,220,1115
3240,9,18,499,68,3260,196,201,138,3018
2243,329,13,42,9,1473,187,223,175,636
3256,45,11,454,43,6226,223,217,127,904
2418,137,15,268,77,871,242,233,116,1279
3030,102,13,470,42,1195,242,222,107,1947
3015,89,10,30,4,4882,235,224,120,2859
3179,337,5,67,6,4298,208,232,163,618
2751,24,12,516,52,212,213,214,135,902
2727,300,25,30,12,1468,144,221,214,1511
3125,317,11,150,21,4211,191,231,179,1237
2878,189,15,258,64,1570,219,250,160,2012
3448,0,7,514,109,1693,210,228,155,1290
3195,95,8,30,-6,1939,234,228,126,1706
2736,179,18,90,17,1381,225,248,148,2522
2361,317,30,218,69,270,127,198,203,882
2702,135,20,210,63,1956,247,227,98,1422
3084,103,9,150,31,3547,235,229,125,582
3391,97,24,210,39,2460,250,199,64,2024
2815,318,12,201,3,3151,189,229,180,2846
2918,174,11,180,16,2471,227,246,150,2630
2929,209,8,95,13,5113,214,248,169,1766
3177,63,15,210,36,4174,232,209,106,3514
2577,59,30,85,33,2836,227,163,48,902
3080,98,10,108,4,3549,237,225,118,376
2901,72,29,108,-14,488,238,171,44,518
2894,348,23,120,41,120,170,195,159,1878
3172,227,10,525,88,5944,205,250,181,2478
2864,60,5,175,12,3310,224,229,140,3127
2917,141,3,90,2,849,224,238,150,2130
3154,199,9,85,3,2034,217,248,166,618
3298,270,7,42,3,1867,203,242,179,1631
3034,1,21,750,165,2477,185,196,143,1831
2955,243,14,437,49,5594,192,250,195,5034
2813,31,24,90,31,1485,206,180,99,1830
3288,338,20,60,10,1826,173,208,171,1869
3162,183,14,124,30,3116,223,249,155,3386
2192,347,29,150,87,541,152,180,157,330
3178,260,18,256,47,1758,174,247,210,2143
3064,205,13,469,30,5920,212,251,172,2026
2542,179,9,30,-4,2251,224,246,154,2118
2648,32,9,153,14,212,218,221,138,503
2922,266,13,124,16,5076,186,245,198,1579
2888,227,17,108,25,4163,193,254,194,3684
2796,344,18,319,144,2106,181,209,165,2527
3254,335,18,192,63,1608,176,213,175,2761
3383,270,0,875,202,1226,217,238,158,774
3089,64,12,30,6,2077,231,215,114,2030
2965,20,7,417,46,4790,215,225,147,5460
2927,219,27,60,26,2486,179,253,198,1718
3183,67,9,531,67,1939,229,222,125,2975
2994,353,10,150,30,633,203,222,158,1032
2690,123,5,242,37,1682,228,236,142,1187
3096,38,15,95,-5,859,218,205,118,1857
3035,347,5,514,51,4302,210,231,160,1470
2909,69,6,0,0,4519,226,228,136,1744
3360,283,9,481,20,3249,194,241,186,1729
3062,355,5,513,63,2770,211,230,157,1989
3202,80,40,551,139,854,237,137,0,1770
3341,289,18,792,171,4441,168,235,207,2638
3196,45,3,579,-24,5397,220,232,149,2143
2617,328,13,300,77,361,187,224,176,1565
3282,286,23,30,27,6064,149,232,220,350
2963,57,23,351,120,1775,229,186,79,2796
2684,90,10,395,72,865,236,224,118,1273
3274,328,13,309,71,1575,188,224,175,2952
3201,26,9,42,-1,3085,216,220,140,4019
3184,116,29,418,159,3481,254,199,50,2070
2343,43,12,0,0,930,222,213,123,1458
2788,33,20,90,-7,738,212,192,108,981
2704,49,14,242,-19,1613,225,208,114,4194
3082,207,11,272,-2,1840,213,250,171,247
3368,160,13,240,56,1490,233,242,138,2976
3229,33,22,162,54,2137,209,185,103,1724
3113,8,7,339,29,495,212,226,152,1570
3224,294,9,127,21,4612,194,238,184,481
3403,54,13,382,110,2259,227,212,116,2572
2929,357,13,0,0,1379,198,215,154,2429
3283,1,16,300,62,2128,195,208,149,3101
2857,274,16,30,-4,713,177,242,205,1653
2532,212,15,256,57,1265,205,253,180,819
3027,32,10,579,18,3816,218,218,134,4674
3347,354,10,170,5,5070,204,223,157,3421
2967,353,11,283,105,2865,201,221,158,2491
2721,339,10,480,-1,1048,199,226,166,1050
2590,150,13,331,86,853,236,239,130,1448
3267,177,15,499,176,3934,226,247,150,646
2959,45,18,212,33,4508,222,197,103,1783
2636,142,8,120,-3,1057,232,238,139,722
2462,293,19,170,43,524,165,233,207,1756
3006,325,11,85,-4,2100,191,227,176,713
2650,354,37,42,26,2460,135,150,135,6841
2974,84,12,481,71,3015,237,219,111,1595
2996,43,8,234,21,4710,222,222,136,2549
3004,54,9,566,39,5401,225,221,130,5590
2827,57,13,234,12,3402,228,211,114,5276
2883,62,10,446,140,1195,229,218,121,1325
3052,77,4,192,40,67,226,231,141,700
2962,257,13,666,66,6131,190,247,195,5754
2350,348,23,272,153,1438,169,194,159,875
3223,274,15,420,147,4442,179,243,203,1290
2607,243,23,258,7,660,170,251,214,1282
2923,36,21,228,64,2321,213,188,102,2060
3170,356,18,957,380,1452,189,205,152,983
3096,73,7,124,0,3867,229,226,131,1739
3034,22,8,190,-5,3219,215,222,144,1022
3580,115,28,902,361,2642,254,199,51,993
3086,207,16,42,1,1765,208,253,176,582
2940,53,5,30,2,2044,223,229,142,2704
3125,52,16,242,28,4837,227,203,105,2746
3054,205,5,713,50,5958,217,244,164,3978
2900,333,21,218,63,228,168,208,177,1558
2943,28,13,212,35,2161,215,212,132,511
2977,82,28,0,0,474,245,178,43,1359
2610,355,29,120,34,1697,159,175,143,1347
3067,9,5,190,28,4024,215,230,153,2193
2678,182,32,67,18,1729,211,240,137,1332
2996,45,8,382,20,3865,223,222,134,1854
3293,168,9,955,123,2431,228,244,148,1928
2907,6,15,42,7,3409,201,211,146,1822
3224,258,6,362,41,805,207,243,175,661
2962,340,17,459,109,2922,182,213,169,1617
3101,175,11,313,8,3601,226,246,151,972
2943,120,4,30,6,2415,226,236,145,900
3123,286,10,67,1,2249,191,240,188,871
3138,280,9,309,11,3436,194,241,187,1075
2805,167,17,0,0,2512,231,244,138,1073
2796,105,16,67,18,1944,245,219,98,2713
3287,154,16,400,99,1159,237,239,127,2583
2945,84,13,360,23,4133,238,218,108,4417
3192,98,5,499,50,4601,228,233,138,2250
2990,318,6,124,1,693,204,235,169,1416
2905,65,12,524,146,1464,231,216,116,1682
3030,87,8,362,61,5282,232,227,127,973
2855,162,7,295,8,3079,227,242,148,2798
3281,67,16,108,20,1612,234,207,100,2915
3358,328,15,30,13,2317,184,222,177,1481
3248,332,17,598,-25,658,178,216,177,3173
3040,38,9,192,18,1842,221,221,135,1655
3454,197,13,659,132,4108,216,251,166,2975
2345,313,23,319,162,1340,153,216,200,474
2808,225,3,509,82,3084,215,242,164,6415
3060,8,25,210,-6,933,182,182,129,1388
3343,218,17,458,-9,1612,200,254,186,3959
3144,345,17,277,35,458,185,212,164,1869
2863,90,3,85,9,4890,224,234,146,4463
2929,266,11,342,29,5455,193,245,191,4712
3151,66,12,180,48,2502,232,215,114,1772
3007,180,23,256,47,1731,221,247,145,2282
2588,273,24,360,-11,815,148,238,225,1159
2405,162,15,150,-9,0,233,243,136,277
2807,211,16,67,16,2707,205,253,180,2376
2833,205,25,446,134,3629,197,253,179,1660
3110,212,14,60,7,2185,207,253,178,698
2726,192,19,365,-3,2239,215,251,163,2396
2850,3,18,124,29,4290,194,204,145,5057
3299,328,20,659,199,3345,167,212,183,3539
3231,79,13,400,83,5880,237,216,107,2114
2891,193,12,242,12,2460,219,249,163,2320
2994,177,12,541,73,1932,226,247,151,2132
3117,282,13,516,85,2952,182,240,198,524
3052,113,12,90,-19,886,240,228,117,1239
3182,147,15,210,37,1176,239,237,125,1917
2387,275,25,180,58,190,144,236,227,598
3088,248,21,618,53,3202,170,250,214,1926
3123,321,6,201,2,2308,204,234,169,2297
3322,276,28,437,105,649,134,233,232,997
2372,66,15,256,62,395,233,210,105,560
2211,97,38,216,139,592,249,159,1,150
3237,104,11,313,4,1920,239,226,117,1436
2929,319,22,342,154,607,159,214,193,1189
3386,109,16,769,23,738,246,219,97,306
3052,321,19,216,48,2610,167,218,189,2305
3009,315,6,30,2,2791,204,235,170,2197
2501,253,27,190,74,1289,149,245,227,636
3096,305,13,268,63,3427,182,232,190,618
2649,182,13,371,9,1003,224,248,155,949
2626,36,6,150,9,3313,220,226,142,2817
2676,53,7,150,1,1765,224,224,134,5328
3376,171,11,443,176,2658,228,245,147,685
3131,2,16,361,85,4948,195,207,147,808
3173,226,15,457,63,1057,197,253,190,2797
3140,324,11,192,45,4260,192,228,176,1205
3200,356,7,85,10,1332,209,228,157,323
2889,264,27,390,255,1464,141,240,231,1546
2745,144,8,67,14,2568,232,239,138,6577
3078,233,12,270,11,1343,200,251,186,1153
3320,231,23,192,3,1867,177,253,206,3846
2875,134,16,607,198,2051,244,230,110,1907
2661,192,10,90,7,454,219,248,162,631
2784,296,12,247,52,212,185,236,191,2089
3311,318,18,666,131,816,169,221,190,361
3022,60,8,190,24,1071,227,223,131,2835
3050,9,18,618,-9,4078,196,200,137,3349
3155,112,24,335,56,1416,252,207,69,2285
2815,35,10,30,1,1365,219,218,134,2516
2501,18,8,525,89,488,214,223,145,959
2571,70,13,120,52,1544,234,214,109,1831
3371,141,7,268,48,1710,230,238,141,3182
2998,38,16,30,7,192,218,203,116,1312
2694,165,15,395,60,2270,232,244,139,2376
3035,339,19,67,21,4489,174,208,171,2174
2925,315,17,192,38,541,172,223,191,1583
2889,86,14,240,79,270,239,216,105,797
3069,326,9,42,5,3744,199,231,171,751
3069,336,6,85,-5,1883,207,232,164,1215
2606,5,11,210,6,805,205,218,149,1221
3146,347,12,218,36,1729,196,220,162,2553
3187,52,11,454,149,3439,226,217,124,1802
3345,189,22,85,13,1973,214,250,159,924
2979,113,16,216,9,1410,246,222,100,2071
2471,65,30,60,22,1718,231,164,43,404
3136,195,11,630,4,6161,218,249,164,1775
2985,79,7,466,66,5083,230,227,130,5514
3196,120,10,350,56,752,238,232,124,2444
2944,153,7,30,-2,1405,229,240,145,1020
2871,238,23,85,26,2643,171,252,212,2397
2976,346,11,175,4,2522,199,223,162,300
2772,38,14,192,30,3004,219,209,122,5076
3061,34,5,272,39,2037,219,228,146,1461
3103,302,13,30,6,3798,182,233,191,1131
3142,348,18,474,101,3692,183,208,161,1827
3016,18,15,362,157,1395,208,208,134,3318
3007,297,12,162,40,404,187,236,189,437
2894,38,3,162,-2,382,219,233,150,420
2600,46,15,577,74,1087,224,207,114,3874
2993,188,13,162,16,1806,221,249,159,3743
2928,328,16,162,11,3589,180,220,179,1495
2962,173,17,242,102,6429,228,246,144,4112
2963,106,20,218,81,720,250,211,80,1764
3072,10,7,150,6,1477,213,226,151,2239
3192,67,31,300,139,1572,233,162,37,2573
2446,23,4,30,-6,418,218,231,151,1142
3274,275,20,270,56,4096,163,240,215,1761
2656,17,11,360,13,1276,211,218,142,5768
3037,113,5,60,-9,3536,230,234,138,1263
3103,27,4,182,16,1490,218,230,149,1392
3087,1,13,430,119,768,201,215,151,3014
2679,42,7,256,22,295,222,224,137,942
2597,187,18,175,97,1490,219,250,158,1284
3283,349,1,395,40,5790,216,236,157,641
2963,312,13,258,67,2890,185,230,185,2132
3075,29,27,309,66,4807,200,172,95,1776
3294,261,6,67,0,1340,206,243,176,1406
3014,222,7,785,95,5837,211,247,172,3670
2927,323,14,361,36,1337,184,225,180,1753
2856,257,22,400,210,1209,165,247,218,1724
2982,270,6,454,0,4546,205,242,176,4977
2823,216,36,408,-113,3328,162,246,197,1559
2218,155,5,190,82,170,226,240,149,371
2496,204,3,30,-10,1544,218,242,161,1517
3287,218,11,382,2,1676,208,250,177,4059
3230,207,9,612,55,537,214,248,169,854
2549,41,23,95,30,1262,215,182,90,1736
3031,330,13,175,46,2576,189,224,174,1883
3248,205,19,391,103,1103,205,254,177,4518
2888,328,15,417,133,2577,184,222,177,1036
2752,45,9,30,1,1294,223,220,131,1532
3266,69,17,361,-38,3227,236,205,95,2014
2761,75,21,300,42,2931,240,194,74,1332
3191,29,16,450,39,5983,213,204,123,1112
2983,41,21,90,-6,485,218,190,98,1182
2211,45,7,0,0,1415,222,224,137,534
3034,252,8,830,138,5818,204,245,180,5622
3084,51,28,210,65,1324,220,168,64,2597
2809,88,12,150,31,1869,238,220,110,1860
2803,349,13,108,22,2055,195,218,161,3000
2925,318,13,531,163,2718,187,228,182,1248
3011,106,6,361,10,6457,231,232,135,2942
2945,84,7,309,47,3439,230,228,131,1680
3156,216,11,95,15,2467,209,250,176,937
3062,310,11,134,3,3724,190,233,183,1698
2972,69,8,108,12,1324,229,224,128,1998
3385,222,28,674,262,3283,174,253,202,2801
3143,137,12,234,65,175,238,235,125,2296
3179,104,22,201,43,859,250,207,73,722
3128,157,15,180,-1,1740,236,241,131,2131
3098,42,6,30,2,891,221,226,140,1641
2977,19,16,779,202,1165,207,205,132,2483
3322,43,9,162,0,3163,222,220,132,1932
2899,333,22,313,86,2868,163,206,179,1758
2898,18,12,331,17,1919,211,215,140,2927
3271,89,23,228,113,4998,247,195,64,1589
2982,86,3,484,10,5337,224,234,145,6490
2853,67,4,85,14,531,223,232,144,390
3198,140,12,362,16,4327,238,236,126,2809
3020,39,16,108,16,1383,219,202,113,1057
3029,110,10,642,-34,1262,238,229,120,1195
2304,37,12,339,33,871,219,212,126,582
2906,104,18,268,104,283,248,214,88,247
3153,23,14,484,155,4741,211,209,131,2378
2702,16,14,85,23,95,208,211,138,2732
2372,309,25,283,160,1276,144,214,207,878
2020,101,27,120,60,175,252,193,51,360
2712,37,29,60,26,1683,205,163,76,1100
3070,352,7,180,12,5047,208,228,158,2679
3079,353,13,175,40,175,196,216,157,1006
2901,105,18,85,21,3620,248,214,88,5099
3295,337,17,85,17,1849,180,213,172,1897
2827,307,5,175,0,771,206,237,170,466
3055,113,7,247,-2,2839,233,233,132,899
3015,304,19,67,25,600,164,227,201,1848
3054,301,12,218,43,2694,185,234,189,6096
2801,156,18,268,69,1591,237,239,125,2312
2952,51,10,85,10,3849,225,219,127,5172
3003,77,13,127,-6,3967,236,216,110,1275
2912,4,16,474,93,1530,197,207,145,2830
2794,336,12,42,6,2419,193,223,170,1321
3105,149,15,228,37,5117,238,238,126,1914
2929,39,13,120,9,1590,220,211,123,1288
2609,129,31,67,3,859,252,205,56,2106
2394,327,25,127,7,997,152,203,186,1245
2763,45,10,42,8,1146,223,219,130,872
2316,26,40,306,26,703,171,126,62,417
2938,183,12,331,92,2214,223,248,156,1315
2961,197,16,190,80,1683,214,252,168,1055
2982,84,4,671,138,1271,226,232,141,2290
3067,305,17,573,156,5241,170,228,198,721
2981,29,16,150,39,3960,213,204,123,2502
2481,42,7,134,19,180,221,225,138,1121
2094,99,29,85,41,495,252,185,40,175
3177,130,29,201,64,840,252,210,65,1689
3146,340,7,124,25,5550,205,230,163,601
2224,335,30,182,107,1080,139,185,177,1159
2952,62,11,283,43,3561,230,217,119,2148
3047,0,1,60,0,3193,217,236,156,532
3112,171,23,150,0,3060,228,243,133,959
2871,189,17,30,3,3400,219,250,159,2005
3080,81,15,85,22,642,239,212,99,1374
2827,106,16,192,60,469,246,219,97,1230
3042,23,6,283,67,2965,216,227,147,390
2965,135,10,42,6,4927,237,236,129,6066
2984,24,9,0,0,1570,216,222,142,2041
2806,57,18,108,37,2468,229,200,97,2910
3151,354,16,499,147,2409,192,211,155,2574
3135,117,14,362,64,510,244,226,108,684
2903,264,7,335,142,1962,202,244,181,1544
3284,353,8,182,36,1364,207,227,158,642
3183,29,12,457,12,2049,216,213,131,993
3120,63,3,591,39,1900,222,233,146,2718
3338,352,14,424,70,3569,194,214,158,2048
2950,29,25,417,162,4323,203,178,100,819
3090,10,16,626,40,3655,201,206,140,2797
3421,236,3,1120,215,1368,213,242,166,1812
2972,158,8,180,20,4383,229,242,145,5394
3172,51,23,319,79,3993,224,184,83,2858
2369,133,17,60,9,469,245,229,107,1296
3156,224,16,499,69,3295,197,254,190,1846
2911,312,7,0,0,2743,201,235,173,518
3027,144,15,60,-3,3768,240,236,120,5276
2687,168,26,228,103,1841,230,239,124,1380
3041,173,12,661,115,5794,227,246,149,3131
3029,86,11,424,90,234,236,221,115,1889
2604,83,12,201,36,1041,237,219,112,1282
3264,288,5,785,154,1519,205,239,173,2616
3071,222,14,210,34,2295,202,252,184,408
2756,333,11,90,10,2322,196,226,170,331
3310,136,20,42,15,999,246,228,101,1266
2179,19,27,42,4,404,188,171,108,845
2874,67,28,162,92,2122,235,174,53,1909
